,Ids,Dice_all,Dice_0,Dice_1,Dice_2,Dice_3,Hausdorff95_all,Hausdorff95_0,Hausdorff95_1,Hausdorff95_2,Hausdorff95_4,Sensitivity_all,Sensitivity_0,Sensitivity_1,Sensitivity_2,Sensitivity_4,Specificity_all,Specificity_0,Specificity_1,Specificity_2,Specificity_4,Surface_dice_all,Surface_dice_0,Surface_dice_1,Surface_dice_2,Surface_dice_4,Precision_all,Precision_0,Precision_1,Precision_2,Precision_4,Dice_4
0,BraTS2021_01284,,,0.9347788873038516,0.9446440332914197,,,,4.123105625617661,2.23606797749979,2.0,,,0.9024348443486884,0.9321142654574459,0.8807201599162854,,,0.999471283530539,0.9995241573421333,0.9992215473700059,,,0.8347320633417542,0.8675350304553637,0.8931299129861447,,,0.9695275921931716,0.9575152489909872,0.9049903501516404,0.8926903228876998
0,BraTS2021_00836,,,0.939320493399697,0.9790857367078674,,,,2.23606797749979,1.0,1.0,,,0.9912761487165433,0.97804954531201,0.9523809523809523,,,0.9997066057825945,0.9999716216404172,0.9999739790827716,,,0.9095829556424677,0.994229196794498,0.9859894982699638,,,0.8925398914295114,0.9801241260114699,0.9802586793737236,0.9661187520966119
0,BraTS2021_01240,,,0.6386200492839541,0.8766846361185984,,,,17.46424919657298,2.449489742783178,2.0,,,0.4920477684222112,0.8559210526315789,0.8526160648489315,,,0.9998000372933822,0.9999835321425691,0.9999726660963142,,,0.4235803249372741,0.9461262243940929,0.9512617135857121,,,0.9095625635808748,0.8984806629834254,0.8258386866523911,0.8390137781000725
0,BraTS2021_00194,,,0.9799124630474977,0.9828855531121522,,,,1.0,1.0,1.0,,,0.9873902700882049,0.9910662638987081,0.9629058104338536,,,0.9998509092452821,0.9999105304532532,0.9998941775310507,,,0.9795620239377458,0.9803548711964774,0.9915100472082325,,,0.9725470680932239,0.9748387912504741,0.9450690277858682,0.9539040451552211
0,BraTS2021_01609,,,0.9887268599371288,0.9800091015472631,,,,1.0,1.0,1.0,,,0.9929581170197839,0.9617519458976649,0.9393079778664986,,,0.999798161282183,0.9999965155431504,0.9999959548043778,,,0.9884074226554688,0.9917891543826413,0.9935800575821184,,,0.984531510851419,0.9989728296885354,0.9986595673381241,0.968074930970385
0,BraTS2021_00006,,,0.9816340618023734,0.9872450942670258,,,,1.0,1.0,1.0,,,0.9692845385792286,0.9877391538668823,0.970659407138536,,,0.9999128563999751,0.9999223753459592,0.9998293556000122,,,0.9865454454867906,0.9973844917315233,0.9909901508337289,,,0.9943023333655656,0.9867515286697689,0.9441359273288956,0.9572139674490576
0,BraTS2021_01492,,,0.9727857597993875,0.941767581285235,,,,1.0,2.23606797749979,1.4142135623730951,,,0.9656600693735973,0.9368371115855105,0.9306411384976526,,,0.9998913164673009,0.9998252512308551,0.9999295563872471,,,0.9877246723007823,0.9145197943752473,0.953783627910428,,,0.9800173941853724,0.946750222587494,0.9758846153846154,0.9527260438570141
0,BraTS2021_00485,,,0.8817091859731362,0.761520737327189,,,,3.1622776601683795,2.0,2.0,,,0.8271149747995805,0.64330900243309,0.6418491484184915,,,0.9998370500347421,0.9999893568692166,0.9999904771987728,,,0.7983706626444038,0.8318516675814884,0.8388815718451,,,0.9440197668133735,0.9329569513055752,0.9394586894586895,0.762648164209309
0,BraTS2021_01506,,,0.9100051913066659,0.765331967529415,,,,7.874007874011811,12.409673645990857,8.48528137423857,,,0.9360971272861629,0.9496952812119102,0.8840691970049057,,,0.9976010830192955,0.9965551255443562,0.9998882803886587,,,0.777520083120177,0.5038710666921176,0.888164984387883,,,0.8853283392210713,0.6409123491462885,0.7744854105406017,0.8256571015191705
0,BraTS2021_00391,,,0.946706165836423,0.9648827821191808,,,,1.4142135623730951,1.0,1.0,,,0.9516066682773617,0.9573589287551629,0.9225256394414927,,,0.9994502115266777,0.9997923242829234,0.9992134338351379,,,0.9314550203156908,0.963333105611155,0.9806745504014094,,,0.9418558771835431,0.9725258316908559,0.8101787797401048,0.86270997934511
0,BraTS2021_00334,,,0.9783046157716011,0.9871944121071012,,,,1.0,0.0,0.0,,,0.9713209432038128,0.9831548796289982,0.956554167443595,,,0.999922071642062,0.9999714564214848,0.9999646327623227,,,0.9739864793403319,0.9902269921233565,0.9970436483108063,,,0.985389439013576,0.9912672763528846,0.9848812095032398,0.9705110317591695
0,BraTS2021_01208,,,0.8351473393815452,0.8442252363337444,,,,8.602325267042627,11.045361017187261,4.358898943540674,,,0.9096453985528913,0.7507309941520468,0.782824112303881,,,0.9989893815923766,0.9999957430753279,0.9999936147252948,,,0.654672451867689,0.8590413509050123,0.9101446678279748,,,0.7719280440463806,0.964319248826291,0.9432835820895522,0.855595667870036
