,Ids,Dice_all,Dice_0,Dice_1,Dice_2,Dice_3,Hausdorff95_all,Hausdorff95_0,Hausdorff95_1,Hausdorff95_2,Hausdorff95_4,Sensitivity_all,Sensitivity_0,Sensitivity_1,Sensitivity_2,Sensitivity_4,Specificity_all,Specificity_0,Specificity_1,Specificity_2,Specificity_4,Surface_dice_all,Surface_dice_0,Surface_dice_1,Surface_dice_2,Surface_dice_4,Precision_all,Precision_0,Precision_1,Precision_2,Precision_4
0,EGD-0543,,,0.7923950421720561,0.44366417652647033,,,,40.91454509095757,44.14748010928823,,,,0.9714446062776434,0.3661067831865699,,,,0.9872352581028634,0.9924477959307415,,,,0.41810241351096916,0.07131813435174918,,,,0.6690758715472495,0.5629139072847682,
0,EGD-0735,,,0.8258158823949135,0.4077948214242818,,,,11.224972160321824,29.274562336608895,,,,0.7178881087931763,0.25613068056086424,,,,0.9992620300619491,0.9999984481382733,,,,0.3350843527803177,0.004092153122534846,,,,0.971937629088268,0.9998298540671422,
0,EGD-0355,,,0.31695193960684653,0.09232455764717973,,,,121.43310915891102,119.64113005150027,,,,0.8692666427509865,0.1381130528365705,,,,0.9918485644730178,0.9958209408376557,,,,0.09524693642231322,0.0,,,,0.1938093442566757,0.06933724400535145,
0,EGD-0109,,,0.8620909830401735,0.3926442993319823,,,,5.0990195135927845,21.118712081942874,,,,0.9312006348966403,0.2471184006651298,,,,0.9971699450781235,0.9998564667840216,,,,0.5075236631804952,0.12652442996709806,,,,0.8025306561141238,0.9550865405681735,
0,EGD-0004,,,0.18152257854733161,0.016055073768198792,,,,147.73286702694156,152.35156710713545,,,,0.9957636566332219,0.0294314381270903,,,,0.9767389155775476,0.9931661932973869,,,,0.07092229332169236,0.01713021821872343,,,,0.09986359875673621,0.011038265988761039,
0,EGD-0604,,,0.555335696372681,5.962087088206097e-06,,,,84.05950273467003,88.47598544237866,,,,0.7729830864387972,4.9760403656394464e-06,,,,0.9760281820642728,0.9841298293221196,,,,0.22963110398611003,0.00024567675465117186,,,,0.433325150772973,7.43549706297866e-06,
0,EGD-0216,,,0.555384799021217,0.34370304603196283,,,,88.20997676000147,25.98076211353316,,,,0.7703435430463577,0.20829884105960264,,,,0.9943779791025098,0.9999787874513053,,,,0.355978825376429,0.06526696788659407,,,,0.43421912183285893,0.9821428571428571,
0,EGD-0285,,,0.8727360707866721,0.5925199049032278,,,,13.92838827718412,25.632011235952593,,,,0.9126621770726325,0.42386713845451435,,,,0.9944126919370424,0.9997856750327104,,,,0.48245450153644776,0.17418262186546613,,,,0.8361568332183018,0.9840735637057452,
0,EGD-0500,,,0.8873506103406403,0.7136368124814851,,,,5.830951894845301,12.083045973594572,,,,0.8550874140678527,0.5563553222118723,,,,0.9989025661789573,0.9999565847784595,,,,0.5681674289187865,0.13178249759133587,,,,0.9221439067520112,0.9948926914552387,
0,EGD-0137,,,0.33511608119606173,0.0,,,,122.30290266383705,122.00409829181969,,,,0.9818542574660404,0.0,,,,0.9734608339846167,0.9810849687372408,,,,0.15371106816357105,0.0,,,,0.20203652200009073,0.0,
0,EGD-0723,,,0.8788737443361686,0.6684866556775878,,,,5.656854249492381,14.89966442575134,,,,0.9311810539838579,0.504002010780015,,,,0.9960415496052731,0.9999180815451139,,,,0.4853676336022605,0.1430641554507797,,,,0.8321304143831172,0.9923457604750907,
0,EGD-0579,,,0.45907446830498316,7.422857948767434e-05,,,,91.57510578754469,92.74696760541555,,,,0.9427188998769153,8.488604049064132e-05,,,,0.970205261266045,0.9822818248915218,,,,0.2394056287259344,0.00010404931492129495,,,,0.3034137012499146,6.594870509717542e-05,
