,Ids,Dice_all,Dice_0,Dice_1,Dice_2,Dice_3,Hausdorff95_all,Hausdorff95_0,Hausdorff95_1,Hausdorff95_2,Hausdorff95_4,Sensitivity_all,Sensitivity_0,Sensitivity_1,Sensitivity_2,Sensitivity_4,Specificity_all,Specificity_0,Specificity_1,Specificity_2,Specificity_4,Surface_dice_all,Surface_dice_0,Surface_dice_1,Surface_dice_2,Surface_dice_4,Precision_all,Precision_0,Precision_1,Precision_2,Precision_4,Dice_4
0,BraTS2021_01284,,,0.9250496450260336,0.9433649981912875,,,,5.0,2.23606797749979,2.23606797749979,,,0.8824627550833037,0.937303673943655,0.8880317686043547,,,0.9995253645850328,0.9994264963013997,0.9991326555795524,,,0.7950223958750504,0.8623707081352603,0.8872670982298458,,,0.971955371287963,0.9495052270369484,0.8960499241931991,0.89202282849654
0,BraTS2021_01105,,,0.9446170015843883,0.9823099050941131,,,,2.23606797749979,1.0,1.0,,,0.8987000776073071,0.9941772500114621,0.9831916349066745,,,0.9999377984423912,0.9999265679181073,0.9999080487301362,,,0.9224339917637933,0.994592102730335,0.9970421856541523,,,0.9954785915027278,0.9707225355895783,0.9246392794779892,0.9530169555745003
0,BraTS2021_01503,,,0.9210097892043893,0.5429972174373924,,,,1.7320508075688772,10.770329614269007,inf,,,0.9534033705405996,0.4237264768732336,0.0,,,0.9993984672906034,0.9997770795354862,1.0,,,0.9124656727117043,0.25503058793712646,0.0,,,0.8907451333224277,0.755716744529137,,0.0
0,BraTS2021_01221,,,0.9064619383120092,0.87787322962619,,,,5.385164807134504,6.164414002968976,1.4142135623730951,,,0.8616251600967696,0.796274924394949,0.8912075884713608,,,0.9992082103898107,0.9997597990576086,0.9980534998241689,,,0.7661332190319644,0.5952653135640928,0.934866622500152,,,0.9562212563804519,0.9781045312031126,0.5850597561851842,0.7063892543701112
0,BraTS2021_01293,,,0.9210981008399082,0.9385047099446073,,,,5.916079783099616,4.47213595499958,7.0710678118654755,,,0.9775248801352676,0.9576352372639602,0.5914665304036791,,,0.9978655401689315,0.9991159211840905,0.9996507503484084,,,0.7051030982827694,0.819681032514251,0.7577761264665871,,,0.8708301808927712,0.9201235477008672,0.6904264837458992,0.6371267373056282
0,BraTS2021_00736,,,0.8738355562747047,0.9477844681179558,,,,4.898979485566356,1.4142135623730951,1.0,,,0.8454966339379572,0.9136750610228017,0.8505984672349952,,,0.9995488157595683,0.9999729553910959,0.9999399981180718,,,0.8272329250660779,0.9491405016471176,0.9665844246738309,,,0.9041400588361914,0.9845393892738004,0.9486219149140498,0.8969399800236084
0,BraTS2021_01546,,,0.9826225342351477,0.98145983192815,,,,1.0,1.4142135623730951,1.0,,,0.9727844482561464,0.9847238705047885,0.9911769364802788,,,0.9998709322861974,0.9998205641805452,0.999731975765014,,,0.970415079743243,0.9578342976763349,0.9858361213627119,,,0.9926616447769322,0.9782173603114548,0.963417450615098,0.9771000710498989
0,BraTS2021_00836,,,0.9483561826167975,0.976235591346913,,,,2.0,1.0,1.0,,,0.9762948753083036,0.9693477579178426,0.9584160052910053,,,0.9997968809264116,0.9999763326724428,0.9999680346490945,,,0.9309908637936452,0.9931013734140386,0.9874161608103629,,,0.921972049689441,0.9832220101781171,0.9760060616265365,0.9671310586468674
0,BraTS2021_00646,,,0.9683841828739976,0.9798738572744667,,,,1.0,1.4142135623730951,0.0,,,0.9650465274172291,0.9970723124405088,0.9925653240941245,,,0.9996009226604474,0.9997023252495693,0.9997737975768953,,,0.9710070242949359,0.962971419708583,0.9954004916158292,,,0.9717450053083679,0.9632586523992643,0.9647962673869955,0.978483816165156
0,BraTS2021_01240,,,0.6118378922330985,0.8715083798882681,,,,18.138357147217054,2.0,1.4142135623730951,,,0.4600737438776072,0.8723684210526316,0.8725128960943257,,,0.9998208433117873,0.9999779308305178,0.9999660566687836,,,0.3849115922743161,0.9562444638081276,0.9574683209898223,,,0.9130126139900617,0.8706500328299409,0.7962340282447882,0.8326300984528833
